"OWNER_CODE","DISCOVERY_DOY","FIRE_SIZE","LATITUDE","LONGITUDE","STAT_CAUSE_DESCR"
14,73,1,35.95888889,-81.61944444,"Equipment Use"
14,167,0.5,34.53777778,-118.65388889,"Equipment Use"
13,194,13.7,47.00583333,-103.40416667,"Equipment Use"
5,244,0.1,36.38111111,-106.79722222,"Equipment Use"
5,174,0.1,34.04916667,-109.49805556,"Equipment Use"
6,229,0.1,34.4,-119.37055556,"Equipment Use"
14,261,0.1,34.4825,-118.38166667,"Equipment Use"
5,259,0.1,34.06527778,-109.41444444,"Equipment Use"
5,205,0.1,37.09805556,-119.13222222,"Lightning"
5,239,0.1,43.78472222,-122.69388889,"Lightning"
5,196,0.1,45.515,-115.65638889,"Lightning"
5,197,0.3,34.30166667,-110.94638889,"Lightning"
5,184,10,34.25277778,-111.97666667,"Lightning"
5,222,0.1,46.275,-114.74527778,"Lightning"
5,202,0.25,35.10416667,-111.8625,"Lightning"
5,224,0.1,47.7575,-115.97916667,"Lightning"
5,201,0.1,37.97194444,-111.575,"Lightning"
5,243,0.1,41.15222222,-120.32972222,"Lightning"
5,220,0.1,44.44138889,-120.02166667,"Lightning"
5,183,0.5,34.57222222,-108.95666667,"Lightning"
5,173,0.1,40.04833333,-120.94361111,"Lightning"
5,161,0.1,33.80388889,-107.42666667,"Lightning"
5,204,0.1,42.825,-121.58416667,"Lightning"
5,134,0.1,43.71277778,-85.80805556,"Lightning"
5,177,0.1,33.81694444,-110.90027778,"Lightning"
5,222,0.1,48.54055556,-119.94777778,"Lightning"
13,228,2.5,44.3725,-117.03555556,"Lightning"
5,170,0.3,44.32333333,-109.20055556,"Lightning"
5,252,0.1,42.50611111,-122.40916667,"Lightning"
5,186,2.2,33.44916667,-109.17277778,"Lightning"
5,222,1,46.00388889,-115.82777778,"Lightning"
5,205,2,37.62666667,-109.75,"Lightning"
5,260,0.25,40.30666667,-111.05638889,"Lightning"
5,220,0.1,44.44416667,-115.17861111,"Lightning"
5,243,0.1,44.0225,-115.54111111,"Lightning"
5,139,0.1,32.69,-105.54777778,"Lightning"
5,225,1.1,47.51222222,-120.89333333,"Lightning"
5,238,0.25,38.41166667,-108.20972222,"Lightning"
5,237,375,42.35583333,-110.78583333,"Lightning"
5,191,3,39.63527778,-120.21916667,"Lightning"
5,245,0.1,34.9625,-111.70833333,"Lightning"
5,260,0.1,41.48166667,-121.305,"Lightning"
5,196,1650,44.76527778,-114.29583333,"Lightning"
5,200,0.1,48.45166667,-115.51527778,"Lightning"
6,218,6,33.61166667,-116.87194444,"Lightning"
5,154,1,29.42111111,-81.77861111,"Lightning"
5,257,0.24,47.95472222,-92.20888889,"Lightning"
5,264,0.1,38.54166667,-120.27166667,"Lightning"
5,221,480,44.815,-114.65638889,"Lightning"
5,223,0.1,47.97722222,-113.87083333,"Lightning"
5,197,584,42.0225,-112.10416667,"Lightning"
5,227,0.1,38.365,-106.37916667,"Lightning"
5,174,0.1,43.91861111,-103.32722222,"Lightning"
5,220,0.1,44.59888889,-118.80222222,"Lightning"
5,197,0.1,30.63388889,-88.97361111,"Lightning"
5,174,10,45.26138889,-106.19916667,"Lightning"
5,252,0.1,34.17,-110.96083333,"Lightning"
5,205,0.25,36.11722222,-106.45944444,"Lightning"
14,201,7892,37.17388889,-113.53833333,"Lightning"
5,221,0.1,45.56111111,-113.80555556,"Lightning"
5,188,0.1,41.75666667,-122.09166667,"Lightning"
5,247,0.5,38.00333333,-111.46777778,"Lightning"
5,197,0.1,34.24694444,-110.14944444,"Lightning"
5,251,0.1,45.59916667,-115.40333333,"Lightning"
5,177,0.1,39.69861111,-120.61944444,"Lightning"
5,251,0.25,48.83777778,-117.07444444,"Lightning"
5,224,16105,47.89166667,-113.42222222,"Lightning"
5,176,5478,34.77055556,-106.38305556,"Lightning"
5,230,680,38.36972222,-119.51861111,"Lightning"
5,163,0.75,35.55138889,-105.765,"Lightning"
5,209,0.1,44.64,-115.91972222,"Lightning"
5,203,0.1,38.62638889,-112.08722222,"Lightning"
5,173,1567,39.375,-122.97555556,"Lightning"
5,182,0.35,45.44888889,-121.49888889,"Lightning"
5,195,0.25,46.46027778,-111.94111111,"Lightning"
5,174,1,40.8225,-123.5325,"Lightning"
5,200,0.22,45.37138889,-114.41083333,"Lightning"
5,211,3.3,37.67555556,-108.68305556,"Lightning"
5,236,0.1,46.34361111,-114.31333333,"Lightning"
5,199,0.5,34.77805556,-111.50222222,"Lightning"
5,205,0.1,39.17,-115.39166667,"Lightning"
5,213,0.1,44.43222222,-115.90444444,"Lightning"
5,219,0.25,46.39638889,-114.73555556,"Lightning"
5,194,0.1,33.33972222,-108.46444444,"Lightning"
5,221,491,46.05305556,-115.22666667,"Lightning"
5,237,1.3,36.15138889,-115.67194444,"Lightning"
5,193,15,41.75388889,-121.28361111,"Lightning"
5,229,0.1,45.12583333,-113.99222222,"Lightning"
5,215,0.1,35.87583333,-112.11694444,"Lightning"
5,195,0.1,43.43583333,-122.66972222,"Lightning"
5,254,0.1,37.74277778,-109.4275,"Lightning"
5,177,0.03,35.71611111,-106.54694444,"Lightning"
5,183,0.1,44.5625,-118.37194444,"Lightning"
5,206,2,43.88222222,-121.99305556,"Lightning"
5,225,0.25,48.96333333,-115.36722222,"Lightning"
5,188,0.1,35.29555556,-111.75805556,"Lightning"
5,155,0.1,47.88055556,-91.64388889,"Lightning"
5,203,0.1,39.34111111,-105.20666667,"Lightning"
5,245,0.1,32.98722222,-105.5725,"Lightning"
5,190,0.1,35.41944444,-111.49833333,"Lightning"
5,224,0.01,39.80083333,-111.67666667,"Lightning"
5,219,2,41.45222222,-121.01833333,"Lightning"
5,203,0.1,42.95638889,-121.4575,"Lightning"
5,270,0.1,39.4875,-122.92888889,"Lightning"
13,198,0.1,35.2,-108.4875,"Lightning"
5,222,0.1,48.89722222,-119.35222222,"Lightning"
5,208,0.3,48.52027778,-115.22527778,"Lightning"
5,303,0.1,37.58,-119.77972222,"Lightning"
5,152,0.75,34.20888889,-109.85027778,"Miscellaneous"
13,263,0.1,48.83638889,-114.96805556,"Miscellaneous"
5,311,0.1,47.65805556,-94.17833333,"Miscellaneous"
13,240,7,45.78694444,-121.40083333,"Miscellaneous"
5,39,0.1,29.355,-81.82027778,"Miscellaneous"
5,282,4.1,39.57694444,-119.84833333,"Miscellaneous"
5,122,0.1,36.21166667,-106.6775,"Miscellaneous"
13,261,1.5,39.11,-121.15888889,"Miscellaneous"
5,283,5,33.63638889,-111.54805556,"Miscellaneous"
13,178,0.5,34.85277778,-119.16222222,"Miscellaneous"
5,215,0.3,44.13222222,-118.87972222,"Miscellaneous"
5,222,0.25,35.38027778,-80.01638889,"Miscellaneous"
5,296,0.1,42.855,-122.345,"Miscellaneous"
5,213,0.1,34.31472222,-118.34138889,"Miscellaneous"
5,182,0.1,29.09472222,-81.63583333,"Miscellaneous"
5,5,1,33.82777778,-109.11944444,"Miscellaneous"
13,35,0.1,33.61666667,-117.41666667,"Miscellaneous"
5,62,1,36.39694444,-82.05833333,"Miscellaneous"
13,326,3,34.68944444,-93.38916667,"Miscellaneous"
13,105,0.75,43.69388889,-85.6175,"Miscellaneous"
5,63,0.1,34.45555556,-112.48555556,"Miscellaneous"
5,165,0.1,47.72777778,-116.64611111,"Miscellaneous"
5,226,0.1,43.76055556,-122.00416667,"Miscellaneous"
5,261,0.1,46.42305556,-110.68055556,"Miscellaneous"
5,220,0.25,44.58388889,-111.11527778,"Miscellaneous"
5,253,0.01,47.1325,-121.33222222,"Miscellaneous"
14,186,0.1,34.25305556,-118.34361111,"Miscellaneous"
5,153,0.01,47.81694444,-91.80027778,"Miscellaneous"
5,248,20,34.21972222,-117.86916667,"Miscellaneous"
5,106,0.25,35.1925,-112.15833333,"Miscellaneous"
13,102,1.3,47.11611111,-94.61,"Miscellaneous"
6,315,0.25,33.33916667,-81.57055556,"Miscellaneous"
5,265,84,31.65333333,-93.83,"Miscellaneous"
14,117,0.1,35.06194444,-106.45722222,"Miscellaneous"
13,167,0.1,34.57305556,-118.69305556,"Miscellaneous"
5,330,0.06,34.77111111,-84.26972222,"Miscellaneous"
5,230,0.1,43.72777778,-121.82055556,"Miscellaneous"
13,168,2,34.58166667,-118.69472222,"Miscellaneous"
5,274,0.1,39.16722222,-120.23361111,"Miscellaneous"
13,136,0.1,40.95027778,-122.43333333,"Miscellaneous"
13,55,0.5,35.565,-99.6725,"Miscellaneous"
5,197,0.1,39.67666667,-105.90611111,"Miscellaneous"
14,271,3,33.63555556,-117.34888889,"Miscellaneous"
13,93,11.1,38.74138889,-79.02944444,"Miscellaneous"
13,215,0.5,43.81083333,-115.81277778,"Miscellaneous"
5,357,0.37,34.41805556,-81.71222222,"Miscellaneous"
5,165,1,35.19944444,-111.40055556,"Miscellaneous"
5,296,0.1,38.30527778,-106.04166667,"Miscellaneous"
5,306,1,36.77666667,-81.03555556,"Miscellaneous"
6,320,1,34.56416667,-93.53666667,"Miscellaneous"
5,155,0.1,46.27166667,-117.55555556,"Miscellaneous"
5,235,0.3,43.98611111,-121.44083333,"Miscellaneous"
5,280,0.5,42.84555556,-122.50944444,"Miscellaneous"
5,165,0.1,35.19972222,-111.75194444,"Miscellaneous"
13,107,0.1,44.42333333,-83.42083333,"Miscellaneous"
5,183,9443,34.50083333,-119.86055556,"Miscellaneous"
5,333,2,37.045,-101.79,"Miscellaneous"
5,101,1,41.505,-78.99972222,"Miscellaneous"
14,71,6343,36.66083333,-102.98416667,"Miscellaneous"
13,309,1,38.83333333,-82.53166667,"Miscellaneous"
5,306,0.1,34.69583333,-118.77916667,"Miscellaneous"
5,30,42,33.52138889,-85.87055556,"Miscellaneous"
5,318,0.05,34.30361111,-116.91972222,"Miscellaneous"
5,259,0.1,36.5625,-112.17027778,"Miscellaneous"
14,224,204,33.89166667,-116.71444444,"Miscellaneous"
5,258,75,36,-115.49444444,"Miscellaneous"
5,181,0.1,44.40638889,-121.73805556,"Miscellaneous"
5,249,0.1,48.51555556,-115.3025,"Miscellaneous"
5,268,0.2,39.09694444,-122.75416667,"Miscellaneous"
14,201,0.1,39.55194444,-121.12555556,"Miscellaneous"
14,272,90,34.35055556,-118.50666667,"Miscellaneous"
5,215,0.1,45.64222222,-121.92944444,"Miscellaneous"
13,132,0.1,29.19472222,-81.93055556,"Miscellaneous"
5,154,0.1,33.965,-109.50277778,"Miscellaneous"
5,337,12,31.46638889,-88.76138889,"Miscellaneous"
5,248,0.01,48.59055556,-118.22694444,"Miscellaneous"
5,218,14.5,46.65388889,-111.64972222,"Miscellaneous"
5,108,0.1,33.71583333,-108.82305556,"Miscellaneous"
5,106,0.1,34.49166667,-111.62694444,"Miscellaneous"
5,41,0.1,33.8875,-111.4525,"Miscellaneous"
5,317,39,32.88055556,-87.29138889,"Miscellaneous"
5,223,0.1,43.60805556,-122.11833333,"Miscellaneous"
5,217,0.08,47.9575,-120.29111111,"Miscellaneous"
5,152,1.5,46.37694444,-84.89527778,"Miscellaneous"
5,77,25,37.21416667,-102.02666667,"Miscellaneous"
13,207,0.1,39.19055556,-120.11388889,"Miscellaneous"
13,75,32,34.83583333,-94.2,"Miscellaneous"
5,232,1,44.86388889,-107.67361111,"Miscellaneous"
5,184,0.25,34.31861111,-118.37583333,"Miscellaneous"
5,334,0.1,44.11222222,-109.34666667,"Miscellaneous"
5,251,4,34.27361111,-117.53055556,"Miscellaneous"
13,44,0.1,34.23805556,-117.18638889,"Miscellaneous"
14,303,0.72,31.12416667,-88.87611111,"Miscellaneous"
13,242,1,40.05694444,-120.70666667,"Miscellaneous"
13,312,0.1,39.52916667,-120.00444444,"Miscellaneous"
5,43,0.1,34.75611111,-83.96944444,"Miscellaneous"
13,181,1,45.655,-121.21861111,"Miscellaneous"
5,201,0.1,46.77777778,-110.76166667,"Miscellaneous"
13,345,1,39.45694444,-82.22166667,"Miscellaneous"
5,185,0.2,33.81361111,-109.08333333,"Miscellaneous"
13,184,0.5,43.43611111,-105.3425,"Railroad"
5,349,0.1,40.6175,-123.4175,"Railroad"
5,115,0.28,47.33527778,-94.09333333,"Railroad"
5,266,7,36.85611111,-84.4925,"Railroad"
6,122,54.5,45.71944444,-117.80416667,"Railroad"
14,211,0.1,47.57527778,-115.27277778,"Railroad"
5,194,0.1,44.17472222,-104.78833333,"Railroad"
5,268,2,41.13527778,-111.88916667,"Railroad"
13,190,0.1,47.11138889,-114.78277778,"Railroad"
14,66,32,36.72138889,-82.77472222,"Railroad"
5,228,1.1,45.89944444,-86.72277778,"Railroad"
5,220,2.5,45.70138889,-121.28361111,"Railroad"
13,217,3,45.6825,-121.28972222,"Railroad"
13,141,0.1,40.91666667,-122.39472222,"Railroad"
13,230,162.4,44.12333333,-116.10694444,"Railroad"
13,69,5,35.6525,-82.23861111,"Railroad"
5,100,0.5,33.31833333,-85.98444444,"Railroad"
13,322,6,33.35111111,-85.99138889,"Railroad"
5,251,0.1,36.76805556,-84.48055556,"Railroad"
13,71,0.5,35.25,-82.01666667,"Railroad"
5,74,0.01,39.75,-121.46972222,"Railroad"
13,186,0.25,46.98805556,-114.43555556,"Railroad"
14,264,290,43.74611111,-105.36166667,"Railroad"
5,164,0.1,42.43361111,-121.86277778,"Railroad"
14,261,0.1,43.67694444,-105.36083333,"Railroad"
5,183,0.1,48.45833333,-115.66666667,"Railroad"
5,14,0.1,34.42777778,-118.35138889,"Railroad"
5,181,115.5,43.72083333,-105.36083333,"Railroad"
5,107,1.7,34.67611111,-94.28861111,"Railroad"
5,267,0.1,41.51888889,-121.06166667,"Railroad"
13,178,0.1,45.68333333,-121.69805556,"Railroad"
5,80,48,37.24611111,-84.22111111,"Railroad"
13,194,0.75,47.57888889,-115.22972222,"Railroad"
13,78,1,38.09611111,-86.6825,"Railroad"
5,74,0.1,39.75,-121.46972222,"Railroad"
13,200,0.5,47.14972222,-114.83583333,"Railroad"
5,246,0.1,43.77444444,-122.53361111,"Railroad"
13,221,663,43.70222222,-105.36083333,"Railroad"
5,51,400,30.19444444,-82.55472222,"Railroad"
5,305,0.1,42.42222222,-121.84944444,"Railroad"
13,106,0.2,47.34305556,-114.97083333,"Railroad"
5,227,0.1,47.37083333,-94.53083333,"Railroad"
13,191,0.25,35.30444444,-79.95888889,"Railroad"
13,83,125,38.91861111,-79.78388889,"Railroad"
5,342,0.1,34.25888889,-117.46111111,"Railroad"
6,197,115,39.81277778,-120.09333333,"Railroad"
5,335,6.97,32.97944444,-79.83361111,"Railroad"
5,239,0.1,43.66916667,-122.27583333,"Railroad"
5,102,2.5,33.26,-79.71305556,"Railroad"
5,170,0.1,35.99888889,-112.19888889,"Railroad"
5,208,0.1,48.62944444,-116.05777778,"Railroad"
13,184,0.1,47.34305556,-114.96388889,"Railroad"
5,126,0.1,43.32,-121.81416667,"Railroad"
5,79,1,31.73611111,-92.56027778,"Railroad"
5,212,0.05,41.75055556,-121.31194444,"Railroad"
5,136,0.3,42.41861111,-121.84361111,"Railroad"
5,179,1.5,41.66194444,-121.24333333,"Railroad"
5,211,6112,40.02,-121.1675,"Railroad"
13,203,0.25,48.40638889,-114.05111111,"Railroad"
14,66,4,33.36861111,-86.02555556,"Railroad"
5,107,1,34.66694444,-94.27305556,"Railroad"
14,121,0.5,35.85888889,-82.01944444,"Railroad"
13,189,0.5,45.68333333,-121.28111111,"Railroad"
13,146,0.1,45.665,-121.20361111,"Railroad"
5,310,2.5,33.24277778,-79.7325,"Railroad"
5,189,0.4,35.87527778,-112.23805556,"Railroad"
5,143,0.2,41.64361111,-122.00888889,"Railroad"
5,202,0.1,47.61916667,-92.55083333,"Railroad"
13,126,0.1,47.58222222,-115.19277778,"Railroad"
5,188,4.6,43.25861111,-103.86833333,"Railroad"
5,88,18,34.72833333,-94.56861111,"Railroad"
13,216,0.1,45.69305556,-121.78305556,"Railroad"
13,221,0.1,48.43666667,-115.85,"Railroad"
13,208,0.1,48.35194444,-115.3625,"Railroad"
13,223,0.7,45.90361111,-86.90083333,"Railroad"
5,70,7,35.645,-82.25611111,"Railroad"
14,140,0.4,37.66472222,-107.67972222,"Railroad"
14,225,0.1,33.92055556,-116.75027778,"Railroad"
5,315,0.3,30.5,-82.41666667,"Railroad"
5,143,80,34.32694444,-117.4525,"Railroad"
5,36,15,34.70861111,-94.48361111,"Railroad"
13,237,0.1,46.99166667,-114.4525,"Railroad"
5,198,0.1,42.64944444,-121.83027778,"Railroad"
13,209,3,45.63305556,-121.11138889,"Railroad"
5,184,0.25,35.31194444,-112.24111111,"Railroad"
5,197,1,39.80361111,-120.3775,"Railroad"
5,197,0.1,44.17472222,-104.78833333,"Railroad"
5,176,0.1,40.81305556,-122.32472222,"Railroad"
13,15,2,34.7375,-94.61361111,"Railroad"
5,217,0.01,41.50166667,-122.26666667,"Railroad"
5,266,1,36.85611111,-84.4925,"Railroad"
13,222,0.25,45.57166667,-88.70194444,"Railroad"
13,95,0.1,37.24111111,-89.44722222,"Railroad"
13,130,0.1,48.38777778,-115.44944444,"Railroad"
5,168,17.18,33.21722222,-79.76694444,"Railroad"
14,252,57,33.37111111,-86.01805556,"Railroad"
13,185,0.1,45.69944444,-121.41361111,"Railroad"
13,182,0.1,45.705,-121.48361111,"Railroad"
5,62,278,34.73388889,-94.59277778,"Railroad"
14,217,100,46.60555556,-112.34138889,"Railroad"
5,148,2.5,34.42361111,-111.00305556,"Smoking"
5,239,0.5,40.01972222,-121.40805556,"Smoking"
13,221,0.1,39.30027778,-120.58472222,"Smoking"
5,209,0.1,44.01555556,-121.69055556,"Smoking"
5,203,0.1,42.83861111,-121.64777778,"Smoking"
5,222,3,34.89833333,-93.40527778,"Smoking"
5,264,0.3,44.31277778,-121.62527778,"Smoking"
5,216,0.1,48.58,-115.73305556,"Smoking"
5,167,0.1,34.3475,-110.96305556,"Smoking"
5,192,0.1,48.16194444,-121.80194444,"Smoking"
5,241,0.1,43.79972222,-121.86444444,"Smoking"
5,306,0.2,34.39861111,-81.51083333,"Smoking"
5,274,2.2,45.26944444,-121.3675,"Smoking"
13,160,1,35.01944444,-77.08333333,"Smoking"
5,223,0.7,40.55,-123.28416667,"Smoking"
5,44,0.75,34.63527778,-111.08805556,"Smoking"
5,54,0.1,30.75194444,-88.91,"Smoking"
5,256,0.1,43.24555556,-121.90055556,"Smoking"
5,224,0.1,46.17777778,-112.10583333,"Smoking"
5,239,0.1,43.62638889,-122.70305556,"Smoking"
5,79,0.1,56.30333333,-132.2225,"Smoking"
5,212,0.1,48.16638889,-113.79027778,"Smoking"
5,158,0.1,35.32361111,-111.52638889,"Smoking"
5,183,320,34.45722222,-110.74972222,"Smoking"
5,178,2.01,35.145,-108.08472222,"Smoking"
5,235,0.1,36.26972222,-115.665,"Smoking"
5,200,1.2,39.875,-111.52527778,"Smoking"
5,144,0.3,32.79472222,-108.24972222,"Smoking"
5,317,2,37.05,-81.06666667,"Smoking"
5,218,0.1,39.26,-120.035,"Smoking"
5,262,0.1,45.09416667,-122.21444444,"Smoking"
13,219,0.2,45.69861111,-121.41472222,"Smoking"
5,248,0.1,46.56972222,-121.695,"Smoking"
5,246,0.1,46.7125,-121.49916667,"Smoking"
5,246,1.5,39.36666667,-122.97416667,"Smoking"
13,252,0.3,40.60027778,-123.10166667,"Smoking"
5,249,0.01,47.31361111,-113.57777778,"Smoking"
5,226,0.1,44.74666667,-122.155,"Smoking"
5,188,0.1,35.08583333,-111.68111111,"Smoking"
14,179,10,35.96888889,-92.38944444,"Smoking"
5,183,1,38.08555556,-120.10138889,"Smoking"
5,171,0.1,45.98861111,-90.8725,"Smoking"
5,205,0.1,47.92888889,-113.54444444,"Smoking"
13,97,0.25,47.50944444,-92.15944444,"Smoking"
14,38,195,35.82083333,-99.77138889,"Smoking"
5,275,0.1,44.00944444,-121.51777778,"Smoking"
5,132,0.01,45.46555556,-110.94611111,"Smoking"
5,230,0.2,36.00722222,-92.30833333,"Smoking"
5,73,2,34.19194444,-93.19305556,"Smoking"
5,232,0.1,48.20222222,-113.79833333,"Smoking"
6,219,0.1,45.62833333,-116.29,"Smoking"
5,197,0.1,45.91583333,-121.695,"Smoking"
5,220,0.1,38.90138889,-120.37,"Smoking"
13,152,0.1,47.03027778,-114.30416667,"Smoking"
14,139,8,34.48972222,-118.17166667,"Smoking"
5,138,0.1,29.1375,-81.59916667,"Smoking"
14,141,0.1,34.43388889,-118.42027778,"Smoking"
13,213,0.6,45.55527778,-122.175,"Smoking"
13,256,0.1,47.70305556,-120.52638889,"Smoking"
13,127,0.1,34.22222222,-117.66777778,"Smoking"
5,192,0.1,34.65194444,-118.75277778,"Smoking"
5,126,0.2,34.41472222,-111.01027778,"Smoking"
13,203,0.47,43.35472222,-115.43861111,"Smoking"
5,145,0.1,44.28388889,-124.11027778,"Smoking"
5,274,1,41.74833333,-122.16638889,"Smoking"
5,240,0.1,42.37666667,-110.49833333,"Smoking"
14,87,36.94,31.20527778,-89.135,"Smoking"
5,214,0.1,42.63333333,-109.25222222,"Smoking"
6,84,15.1,31.46416667,-110.37972222,"Smoking"
13,230,0.1,45.62694444,-121.96805556,"Smoking"
5,213,0.1,47.98527778,-90.7075,"Smoking"
6,123,125,31.51611111,-110.31638889,"Smoking"
5,234,0.1,44.75472222,-109.41027778,"Smoking"
13,209,0.5,41.73194444,-123.43583333,"Smoking"
5,200,0.5,48.88555556,-116.10555556,"Smoking"
13,249,0.1,40.36638889,-121.53583333,"Smoking"
5,268,0.3,45.88472222,-110.89027778,"Smoking"
5,265,9,31.30111111,-91.04333333,"Smoking"
5,173,0.1,40.88972222,-106.83944444,"Smoking"
5,306,1,31.13555556,-94.36805556,"Smoking"
13,164,0.25,34.84277778,-76.95944444,"Smoking"
5,63,0.1,31.39166667,-95.155,"Smoking"
14,33,3,30.59166667,-88.99888889,"Smoking"
5,258,0.1,46.69,-121.88861111,"Smoking"
5,224,0.1,45.11083333,-121.76888889,"Smoking"
5,257,0.2,43.26222222,-121.88638889,"Smoking"
13,72,0.5,38.35611111,-80.58361111,"Smoking"
5,261,0.4,43.29638889,-121.81694444,"Smoking"
5,350,0.1,35.2075,-111.51333333,"Smoking"
5,14,1.3,39.045,-105.38833333,"Smoking"
5,244,0.1,44.21888889,-121.57333333,"Smoking"
5,289,0.1,43.44888889,-122.14138889,"Smoking"
5,161,2.2,35.25166667,-111.86194444,"Smoking"
5,216,0.1,38.585,-120.29805556,"Smoking"
14,76,0.1,35.68388889,-82.10055556,"Smoking"
5,159,6,44.355,-121.66444444,"Smoking"
13,222,0.1,46.03722222,-89.01444444,"Smoking"
5,152,0.5,32.61444444,-108.43777778,"Smoking"
5,304,3,31.36972222,-91.02666667,"Smoking"
5,255,0.1,44.01222222,-121.37611111,"Smoking"
